"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"11",18354231,18549138,"ENSTGUG00000009480",100218638,"protein_coding","PEPD","peptidase D","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"11",18354231,18549138,"ENSTGUG00000009480",100218638,"protein_coding","PEPD","peptidase D","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"11",18354231,18549138,"ENSTGUG00000009480",100218638,"protein_coding","PEPD","peptidase D","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"11",18354231,18549138,"ENSTGUG00000009480",100218638,"protein_coding","PEPD","peptidase D","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"4A",6332157,6358964,"ENSTGUG00000002844",100218831,"protein_coding","LAS1L","LAS1 like ribosome biogenesis factor","GO:0006364","rRNA processing","Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."
"4A",6332157,6358964,"ENSTGUG00000002844",100218831,"protein_coding","LAS1L","LAS1 like ribosome biogenesis factor","GO:0090305","nucleic acid phosphodiester bond hydrolysis","The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."
"4A",6332157,6358964,"ENSTGUG00000002844",100218831,"protein_coding","LAS1L","LAS1 like ribosome biogenesis factor","GO:0004519","endonuclease activity","Catalysis of the hydrolysis of ester linkages within nucleic acids by creating internal breaks."
"4A",6332157,6358964,"ENSTGUG00000002844",100218831,"protein_coding","LAS1L","LAS1 like ribosome biogenesis factor","GO:0090730","Las1 complex","A four subunit complex, that comprises all the necessary RNA processing enzymes (endonuclease, polynucleotide kinase, and exonuclease) to mediate 'cistronic rRNA transcript ITS2 (internal transcribed spacer) cleavage' (GO:0000448)."
"4A",6332157,6358964,"ENSTGUG00000002844",100218831,"protein_coding","LAS1L","LAS1 like ribosome biogenesis factor","GO:0071339","MLL1 complex","A protein complex that can methylate lysine-4 of histone H3. MLL1/MLL is the catalytic methyltransferase subunit, and the complex also contains the core components ASH2L, HCFC1/HCF1 WDR5 and RBBP5."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0035914","skeletal muscle cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a skeletal muscle cell, a somatic cell located in skeletal muscle."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:1990837","sequence-specific double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0003700","DNA-binding transcription factor activity","Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"18",10321606,10355021,"ENSTGUG00000028342",100218852,"protein_coding","HLF","HLF transcription factor, PAR bZIP family member","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"1",80803540,80856427,"ENSTGUG00000010681",100218950,"protein_coding","PPP2R3B","protein phosphatase 2 regulatory subunit B''beta","GO:0005509","calcium ion binding","Interacting selectively and non-covalently with calcium ions (Ca2+)."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0036374","glutathione hydrolase activity","Catalysis of the reaction: glutathione + H2O = L-cysteinylglycine + L-glutamate."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0006751","glutathione catabolic process","The chemical reactions and pathways resulting in the breakdown of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0006750","glutathione biosynthetic process","The chemical reactions and pathways resulting in the formation of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0019344","cysteine biosynthetic process","The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid."
"15",2843617,2873372,"ENSTGUG00000010088",100219009,"protein_coding","GGT1","gamma-glutamyltransferase 1","GO:0007283","spermatogenesis","The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."
